,DEPARTAMENTO,MUNICIPIO,CODIGO REGISTRO,FECHA REGISTRO,CAEB_SEP,CIRC,NOMBRE DE LA UNIDAD
3878,TARIJA,CERCADO,0601010379,2013-06-07,22210,4,IMPRENTA CONTINENTAL
3879,POTOSI,POTOSI,0000000400,2013-06-08,15411,4,PANADERIA BRAVO
3880,ORURO,ORURO,0000000087,2013-06-10,15411,4,PANADERIA
3881,SANTA CRUZ,WARNES,0702010088,2013-06-10,15112,3,AVICOLA JARS
3882,ORURO,ORURO,0000000089,2013-06-10,15411,4,PANADERIA
3883,LA PAZ,EL ALTO,0000000537,2013-06-10,15512,3,INNOVACION DE BEBIDAS SRL INNOBE SRL
3884,ORURO,ORURO,0000000083,2013-06-10,28110,4,TALLER DE METAL MECANICA JHONWIL
3885,SANTA CRUZ,WARNES,0702010088,2013-06-10,15330,3,AVICOLA JARS
3886,LA PAZ,EL ALTO,0000000538,2013-06-10,15411,4,PANADERIA APAZA
3887,ORURO,ORURO,0000000084,2013-06-10,28110,4,METAL MECANICA RENE
3888,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000350,2013-06-10,15411,4,PANADERIA CLAUDIA
3889,ORURO,ORURO,0000000088,2013-06-10,15411,4,PANADERIA MEDRANO 
3890,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000350,2013-06-10,15412,4,PANADERIA CLAUDIA
3891,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000350,2013-06-10,15419,4,PANADERIA CLAUDIA
3892,LA PAZ,EL ALTO,0201040024,2013-06-11,24111,3,OXIGENOS LA PAZ S.R.L
3893,TARIJA,CERCADO,0601010377,2013-06-11,26930,4,LADRILLERIA REYES
3894,COCHABAMBA,COLCAPIRHUA,0309050238,2013-06-11,21099,4,CERPA LTDA
3895,TARIJA,TARIJA,0601010381,2013-06-11,15313,4,SARA GUTIERREZ AGUIRRE
3896,COCHABAMBA,COLCAPIRHUA,0309050239,2013-06-11,25209,4,INDUSPOL S.R.L.
3897,POTOSI,POTOSI,0000000422,2013-06-11,15411,4,PANADERIA CASTRO
3898,BENI,TRINIDAD,0000000525,2013-06-11,26930,4,LADRILLERA REYES
3899,TARIJA,CERCADO,0601010382,2013-06-12,36101,4,ASERRADERO BARRACA EL NEGRITO
3900,COCHABAMBA,QUILLACOLLO,0309010233,2013-06-12,15113,4,EMBUTIDOS MARY
3901,BENI,TRINIDAD,0000000529,2013-06-12,20230,4,ASERRADERO BARRACA EL NEGRITO
3902,BENI,TRINIDAD,0000000529,2013-06-12,36101,4,ASERRADERO BARRACA EL NEGRITO
3903,BENI,TRINIDAD,0000000529,2013-06-12,20220,4,ASERRADERO BARRACA EL NEGRITO
3904,SANTA CRUZ,MONTERO,0000000637,2013-06-12,28110,3,CERRAJERIA HERRERA 
3905,TARIJA,CERCADO,0601010382,2013-06-12,20230,4,ASERRADERO BARRACA EL NEGRITO
3906,TARIJA,CERCADO,0601010382,2013-06-12,20100,4,ASERRADERO BARRACA EL NEGRITO
3907,TARIJA,CERCADO,0601010378,2013-06-12,22110,4,IMPRENTA NAZARET
3908,COCHABAMBA,COCHABAMBA,0000000258,2013-06-12,20100,4,BARRACA RIOS DE VIDA
3909,TARIJA,CERCADO,0601010378,2013-06-12,22120,4,IMPRENTA NAZARET
3910,BENI,TRINIDAD,0000000529,2013-06-12,20100,4,ASERRADERO BARRACA EL NEGRITO
3911,TARIJA,CERCADO,0601010382,2013-06-12,20220,4,ASERRADERO BARRACA EL NEGRITO
3912,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000352,2013-06-13,20220,4,CARPINTERIA DCORAL
3913,POTOSI,POTOSI,0000000421,2013-06-13,15411,4,PANADERIA SAN ANTONIO
3914,LA PAZ,EL ALTO,0000000027,2013-06-13,15411,4,PANADERIA PAN DE VIDA
3915,BENI,TRINIDAD,0000000432,2013-06-14,15313,4,SARA GUTIERREZ AGUIRRE
3916,ORURO,ORURO,0000000092,2013-06-14,15202,4,HELADERIA COSMOS
3917,BENI,TRINIDAD,0000000527,2013-06-14,28920,4,TALLER CORDILLERA
3918,SANTA CRUZ,MONTERO,0000000638,2013-06-14,20100,4,BARRACA CLARITA
3919,SANTA CRUZ,MONTERO,0000000638,2013-06-14,20220,4,BARRACA CLARITA
3920,ORURO,ORURO,0000000091,2013-06-14,15411,4,PANADERIA LIZARAZU
3921,TARIJA,TARIJA,0601010380,2013-06-14,28920,4,TALLER CORDILLERA
3922,COCHABAMBA,COCHABAMBA,0000000259,2013-06-14,15542,4,AUTHENTIC LIHT
3923,ORURO,ORURO,0000000090,2013-06-14,29130,4,TALLER DE TORNERIA
3924,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000351,2013-06-14,15411,4,PANADERIA DELIPAN
3925,ORURO,ORURO,0000000094,2013-06-14,15411,4,PANADERIA MONICA
3926,BENI,TRINIDAD,0000000528,2013-06-15,15330,4,ALVESA SRL
3927,LA PAZ,EL ALTO,0000000694,2013-06-15,26950,3,FLEXMIX SRL
3928,LA PAZ,EL ALTO,0000000545,2013-06-16,20220,4,BARRACA SAN JUAN
3929,CHUQUISACA,SUCRE,0000000072,2013-06-16,15314,4,INDUSTRIAS KRAKS SRL
3930,LA PAZ,EL ALTO,0000000539,2013-06-17,28920,4,IMPORT EXPORT UCHARICO SRL
3931,BENI,RIBERALTA,0000000669,2013-06-17,15141,3,
3932,COCHABAMBA,QUILLACOLLO,0309010234,2013-06-17,15530,4,INDUSTRIA DE BEBIDAS GARCIA
3933,CHUQUISACA,SUCRE,0000000108,2013-06-17,15521,4,DISTRIBUIDORA DE VINOS Y SINGANIS EL ESPECIAL
3934,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000353,2013-06-17,20100,1,BARRACA 10 DE AGOSTO
3935,COCHABAMBA,COCHABAMBA,0000000260,2013-06-18,15314,4,ELABORACION DE PRODUCTOS ALIMENTICIOS SASS PIQUEO
3936,COCHABAMBA,COCHABAMBA,0000000260,2013-06-18,15433,4,ELABORACION DE PRODUCTOS ALIMENTICIOS SASS PIQUEO
3937,COCHABAMBA,COCHABAMBA,0000000260,2013-06-18,15499,4,ELABORACION DE PRODUCTOS ALIMENTICIOS SASS PIQUEO
3938,POTOSI,POTOSI,0000000403,2013-06-18,15411,4,PANADERIA SAN FRANCISCO
3939,LA PAZ,EL ALTO,0000000540,2013-06-18,28920,4,TALLER DE TORNERIA VALENCIA BELEN
3940,COCHABAMBA,VINTO,0309040064,2013-06-19,15499,4,"PAPAS FRITAS ""EL BUEN GUSTO"""
3941,COCHABAMBA,COLCAPIRHUA,0309050139,2013-06-19,25209,4,PRETENSA LTDA.
3942,PANDO,COBIJA,0000000119,2013-06-19,36101,3,CARPINTERIA HNOS DELGADILLO
3943,LA PAZ,EL ALTO,0000000030,2013-06-19,15411,4,HORNO PANIFICADOR LA ORUREÑA
3944,LA PAZ,EL ALTO,0000000541,2013-06-19,18101,4,INICIATIVA TEXTIL
3945,LA PAZ,EL ALTO,0000000544,2013-06-19,20220,4,TALLER DE CARPINTERIA E & M
3946,POTOSI,POTOSI,0000000398,2013-06-20,15411,4,PANADERIA BELEN
3947,POTOSI,POTOSI,0000000382,2013-06-20,15411,4,PANADERIA SAN MARTIN
3948,BENI,TRINIDAD,0000000433,2013-06-21,28110,4,TALLER METALURGICO CARLOS PEPE BRAVO TORREZ
3949,LA PAZ,EL ALTO,0000000546,2013-06-24,15419,4,PANADERIA CHAMIZO
3950,LA PAZ,EL ALTO,0000000546,2013-06-24,15411,4,PANADERIA CHAMIZO
3951,COCHABAMBA,COCHABAMBA,0000000262,2013-06-24,22210,4,IMPRENTA JOSELITO
3952,LA PAZ,EL ALTO,0000000547,2013-06-24,15411,4,PANADERIA EXALTACION
3953,POTOSI,POTOSI,0000000404,2013-06-24,15411,4,PANADERIA DOÑA MARTA
3954,ORURO,ORURO,0000000095,2013-06-24,15411,4,PANADERIA
3955,SANTA CRUZ,MONTERO,0000000639,2013-06-24,20220,4,CARPINTERIA VARGAS HURTADO
3956,COCHABAMBA,QUILLACOLLO,0309010235,2013-06-24,15542,4,INDUSTRIAS ALIMENTICIAS HALBA
3957,SANTA CRUZ,WARNES,0702010089,2013-06-24,36101,2,PLANTA INDUSTRIAL WARNES - EDUARDO SA
3958,COCHABAMBA,COCHABAMBA,0000000261,2013-06-24,15419,4,BAKER HOUSE
3959,COCHABAMBA,COCHABAMBA,0000000261,2013-06-24,15411,4,BAKER HOUSE
3960,SANTA CRUZ,WARNES,0702010089,2013-06-24,29190,2,PLANTA INDUSTRIAL WARNES - EDUARDO SA
3961,SANTA CRUZ,WARNES,0702010089,2013-06-24,28999,2,PLANTA INDUSTRIAL WARNES - EDUARDO SA
3962,SANTA CRUZ,WARNES,0702010089,2013-06-24,29130,2,PLANTA INDUSTRIAL WARNES - EDUARDO SA
3963,POTOSI,POTOSI,0000000381,2013-06-24,15411,4,PANADERIA DELICIAS
3964,ORURO,ORURO,0000000093,2013-06-24,15411,4,PANADERIA SOTO
3965,SANTA CRUZ,WARNES,0702010090,2013-06-24,26950,3,PRAXIS PREFABRICADOS S.R.L.
3966,PANDO,COBIJA,0000000120,2013-06-25,20210,4,EMPRESA CONSTRUCTORA Y CONSULTORA Y PROVEDORA PARA LA INDUSTRIA DE LA CONSTRUCCION
3967,COCHABAMBA,COCHABAMBA,0000000264,2013-06-25,24230,4,STEVIA INTEGRAL SRL
3968,COCHABAMBA,COCHABAMBA,0000000264,2013-06-25,15492,4,STEVIA INTEGRAL SRL
3969,PANDO,COBIJA,0000000120,2013-06-25,20220,4,EMPRESA CONSTRUCTORA Y CONSULTORA Y PROVEDORA PARA LA INDUSTRIA DE LA CONSTRUCCION
3970,COCHABAMBA,COCHABAMBA,0000000263,2013-06-25,22220,4,ECCO DESIGN
3971,TARIJA,TARIJA,0601010004,2013-06-25,15330,4,ALVESA SRL
3972,SANTA CRUZ,YAPACANI,0704030019,2013-06-25,15312,4,INGENIO ARROCERO VELOZ
3973,COCHABAMBA,COCHABAMBA,0000000265,2013-06-27,15203,4,PRODUCTOS LACTEOS  MI LEITE
3974,COCHABAMBA,COCHABAMBA,0000000265,2013-06-27,15201,4,PRODUCTOS LACTEOS  MI LEITE
3975,TARIJA,CERCADO,0601010383,2013-06-27,28110,4,TALLER METALURGICO CARLOS PEPE BRAVO TORREZ
3976,LA PAZ,EL ALTO,0000000692,2013-06-27,15411,4,PANADERIA YUNGUEÑITO
3977,COCHABAMBA,COCHABAMBA,0000000265,2013-06-27,15202,4,PRODUCTOS LACTEOS  MI LEITE
3978,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000000449,2013-06-28,15132,4,BIOZU 
3979,ORURO,ORURO,0000000097,2013-06-28,15411,4,PANADERIA JINEZ
3980,POTOSI,POTOSI,0000000402,2013-06-28,15411,4,PANADERIA G Y T
3981,LA PAZ,EL ALTO,0000000548,2013-06-28,15411,4,PANADERIA SAN RAMON
3982,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000354,2013-07-01,15542,3,SUSY RESMERY MARTINEZ CALDERON
3983,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000354,2013-07-01,15132,3,SUSY RESMERY MARTINEZ CALDERON
3984,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000354,2013-07-01,15512,3,SUSY RESMERY MARTINEZ CALDERON
3985,LA PAZ,EL ALTO,0000000690,2013-07-01,15543,4,INDUSTRIA EMBOTELLADORA ADRIAN FLORES ESAF
3986,LA PAZ,EL ALTO,0000000690,2013-07-01,15542,4,INDUSTRIA EMBOTELLADORA ADRIAN FLORES ESAF
3987,LA PAZ,EL ALTO,0000000690,2013-07-01,15541,4,INDUSTRIA EMBOTELLADORA ADRIAN FLORES ESAF
3988,LA PAZ,EL ALTO,0000000691,2013-07-01,28920,4,TOYO AUDI CARS
3989,BENI,TRINIDAD,0000000434,2013-07-02,28920,4,TORNERIA MECANICA VICO
3990,COCHABAMBA,COCHABAMBA,0000000044,2013-07-02,20220,4,COMACO
3991,TARIJA,CERCADO,0601010384,2013-07-02,28920,4,TORNERIA MECANICA VICO
3992,COCHABAMBA,COCHABAMBA,0000000045,2013-07-03,36101,4,COMACO
3993,CHUQUISACA,SUCRE,0000000110,2013-07-03,15314,4,QUINUINA
3994,CHUQUISACA,SUCRE,0000000110,2013-07-03,15442,4,QUINUINA
3995,PANDO,COBIJA,0000000122,2013-07-03,15411,4,PANADERIA LA PAZ
3996,CHUQUISACA,SUCRE,0000000109,2013-07-03,15201,4,PRODUCTOS LACTEOS CAPITAL
3997,COCHABAMBA,COCHABAMBA,0000000048,2013-07-04,15542,4,HIELO Y AGUA DE NIEVE
3998,COCHABAMBA,COCHABAMBA,0000000048,2013-07-04,15543,4,HIELO Y AGUA DE NIEVE
3999,LA PAZ,EL ALTO,0000000688,2013-07-04,15411,4,PANADERIA KANTUTITAS
4000,LA PAZ,EL ALTO,0000000688,2013-07-04,15419,4,PANADERIA KANTUTITAS
4001,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000000385,2013-07-04,37200,3,PANTANAL COMPAÑÍA RECICLADORA LTDA
4002,LA PAZ,EL ALTO,0000000689,2013-07-04,24290,4,SUPER BOOM
4003,POTOSI,POTOSI,0000002662,2013-07-04,15411,4,PANADERIA SAN SILVESTRE
4004,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000000387,2013-07-04,24120,2,SERVICIOS Y MANEJO DE PRODUCCION AGRICOLA SEMAPRO SRL
4005,COCHABAMBA,COCHABAMBA,0000000049,2013-07-05,15542,4,ELABORACION DE AGUA DE MESA  AGUA EXPRESS
4006,COCHABAMBA,QUILLACOLLO,0309010236,2013-07-05,25209,4,DISMAT
4007,LA PAZ,EL ALTO,0000000683,2013-07-05,15411,4,PANADERIA SAN FRANCISCO I
4008,LA PAZ,EL ALTO,0000000684,2013-07-08,36101,4,BARRACA CLARA
4009,COCHABAMBA,COCHABAMBA,0000000050,2013-07-08,15419,4,PASTELERIA REPOSTERIA DORISOL
4010,COCHABAMBA,COCHABAMBA,0000000050,2013-07-08,15412,4,PASTELERIA REPOSTERIA DORISOL
4011,ORURO,ORURO,0000000096,2013-07-08,15411,4,PANADERIA TARIJA
4012,ORURO,ORURO,0000000098,2013-07-08,15411,4,PANADERIA
4013,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000933,2013-07-08,22210,4,IMPRENTA GRAFI CENT
4014,POTOSI,POTOSI,0000000383,2013-07-09,15411,4,PANADERIA MANRIQUE
4015,BENI,TRINIDAD,0000000436,2013-07-09,28120,4,ACERINOX-TARIJA
4016,BENI,TRINIDAD,0000000435,2013-07-09,28920,4,TALLER DE CHAPA Y PINTURA
4017,BENI,TRINIDAD,0000000436,2013-07-09,29300,4,ACERINOX-TARIJA
4018,TARIJA,CERCADO,0601010386,2013-07-09,28120,4,ACERINOX-TARIJA
4019,TARIJA,CERCADO,0601010386,2013-07-09,29300,4,ACERINOX-TARIJA
4020,COCHABAMBA,COCHABAMBA,0000000051,2013-07-09,20220,4,BARRACA ALVAREZ EL MAPAJO
4021,LA PAZ,EL ALTO,0000000682,2013-07-09,15419,4,PANIFICADORA PASTELERIA EDY
4022,LA PAZ,EL ALTO,0000000022,2013-07-10,28920,4,NATURGAS SRL 
4023,LA PAZ,EL ALTO,0000000686,2013-07-10,15411,4,PANADERIA ALDAIR
4024,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000000389,2013-07-10,19110,2,CURTIEMBRE SAUSALITO SRL
4025,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000359,2013-07-10,22210,4,IMPRENTA SHALOM
4026,LA PAZ,EL ALTO,0000000685,2013-07-10,15412,4,PANADERIA SAN NICOLAS
4027,LA PAZ,EL ALTO,0000000685,2013-07-10,15419,4,PANADERIA SAN NICOLAS
4028,LA PAZ,EL ALTO,0000000685,2013-07-10,15411,4,PANADERIA SAN NICOLAS
4029,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000000380,2013-07-11,15411,4,PANADERIA Y PASTELERIA FUSINDO
4030,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000000380,2013-07-11,15419,4,PANADERIA Y PASTELERIA FUSINDO
4031,LA PAZ,EL ALTO,0000000687,2013-07-11,28110,4,TALLER DE CERRAJERIA TORREZ
4032,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000000380,2013-07-11,15412,4,PANADERIA Y PASTELERIA FUSINDO
4033,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000358,2013-07-11,21099,4,INDUSTRIA  PROCESADORA DE PAPELES SAAVEDRA INPROPELSA
4034,LA PAZ,VIACHA,0000000161,2013-07-11,26930,3,BRICKMAN SRL
4035,LA PAZ,EL ALTO,0000000559,2013-07-12,15411,4,PANADERIA MM
4036,SANTA CRUZ,MONTERO,0000000641,2013-07-12,15330,2,AGRISOS SRL 
4037,COCHABAMBA,QUILLACOLLO,0309010239,2013-07-12,24242,4,EMPRESA INDUSTRIAL ALIANZA CHEMICAL
4038,SANTA CRUZ,MONTERO,0000000641,2013-07-12,15141,2,AGRISOS SRL 
4039,SANTA CRUZ,MONTERO,0000000641,2013-07-12,15143,2,AGRISOS SRL 
4040,POTOSI,POTOSI,0000000391,2013-07-12,15411,4,PANADERIA JOSELIN
4041,BENI,RIBERALTA,0000000987,2013-07-12,36990,3,SOCIEDAD COMERCIAL IMPORT -EXPORT LOS ALMENDROS SRL
4042,BENI,TRINIDAD,0000000530,2013-07-12,28920,4,TALLER DE CHAPA Y PINTURA CHARLY
4043,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000357,2013-07-12,15542,4,WASSWE SRL
4044,BENI,RIBERALTA,0000000664,2013-07-12,15542,4,EMBOTELLADORA DE AGUA PURIFICADA DE MESA SAN MIGUEL
4045,COCHABAMBA,QUILLACOLLO,0309010238,2013-07-12,15419,4,SALTEÑAS FELY
4046,SANTA CRUZ,MONTERO,0000000640,2013-07-12,15313,4,LA PRODUCTIVA
4047,SANTA CRUZ,MONTERO,0000000641,2013-07-12,15313,2,AGRISOS SRL 
4048,TARIJA,CERCADO,0601010387,2013-07-12,28920,4,TALLER DE CHAPA Y PINTURA CHARLY
4049,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000356,2013-07-12,20100,4,BARRACA 26 DE SEPTIEMBRE
4050,SANTA CRUZ,MONTERO,0000000640,2013-07-12,15330,4,LA PRODUCTIVA
4051,LA PAZ,EL ALTO,0000000560,2013-07-12,36101,4,SCHMIDT WOUD
4052,COCHABAMBA,QUILLACOLLO,0309010239,2013-07-12,25201,4,EMPRESA INDUSTRIAL ALIANZA CHEMICAL
4053,COCHABAMBA,COCHABAMBA,0000000053,2013-07-15,15412,4,REPOSTERIA ROSA CRUZ
4054,COCHABAMBA,COCHABAMBA,0000000052,2013-07-15,15313,4,ASOCIACION DE PRODUCTORES DE LECHE INDEPENDIENTES
4055,COCHABAMBA,QUILLACOLLO,0309010237,2013-07-15,28920,4,FUENTES ALVAREZ
4056,LA PAZ,EL ALTO,0000000558,2013-07-15,15411,4,PANADERIA 23 DE MARZO
4057,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000360,2013-07-15,15491,4,INDUSTRIAS CORONA REAL SRL
4058,COCHABAMBA,COCHABAMBA,0000000059,2013-07-16,22210,4,IMPRENTA GUTENBERG PRESS
4059,BENI,TRINIDAD,0000000437,2013-07-16,28110,4,METALURGICA GARCIA
4060,TARIJA,CERCADO,0601010389,2013-07-16,28110,4,METALURGICA GARCIA
4061,COCHABAMBA,COCHABAMBA,0000000054,2013-07-16,15411,4,PANADERIA SAN TADEO
4062,COCHABAMBA,COCHABAMBA,0000000055,2013-07-16,22210,4,SERIGRAFIA ALEX
4063,BENI,TRINIDAD,0000000531,2013-07-16,15411,4,PANADERIA SAN ANDRES
4064,COCHABAMBA,COCHABAMBA,0000000056,2013-07-16,22210,4,GRAFICA SAN VICENTE
4065,COCHABAMBA,COCHABAMBA,0000000057,2013-07-16,22210,4,IMPRENTA GRAFICA MR
4066,COCHABAMBA,COCHABAMBA,0000000058,2013-07-16,22210,4,IMPRENTA GRAFI MONT
4067,COCHABAMBA,COCHABAMBA,0000000060,2013-07-17,22210,4,SATURNO IMPRESIONES
4068,COCHABAMBA,QUILLACOLLO,0309010017,2013-07-17,19110,3,CURTIEMBRE INCUVEL SRL
4069,CHUQUISACA,SUCRE,0000000111,2013-07-17,15411,4,LIDER SUPERMERCADO SRL
4070,CHUQUISACA,SUCRE,0000000111,2013-07-17,15499,4,LIDER SUPERMERCADO SRL
4071,COCHABAMBA,COCHABAMBA,0000000062,2013-07-17,22210,4,ATLANTIDA IMPRESORES SRL
4072,CHUQUISACA,SUCRE,0000000112,2013-07-17,15419,4,MISKY SIMY
4073,CHUQUISACA,SUCRE,0000000111,2013-07-17,15419,4,LIDER SUPERMERCADO SRL
4074,COCHABAMBA,COCHABAMBA,0000000061,2013-07-17,22210,4,IMPRENTA GLOBAL
4075,CHUQUISACA,SUCRE,0000000112,2013-07-17,15412,4,MISKY SIMY
4076,COCHABAMBA,COCHABAMBA,0000000073,2013-07-18,15313,4,AGROCEREALES INTEGRAL
4077,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000935,2013-07-18,15411,4,PANADERIA ERICK
4078,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000361,2013-07-18,15432,4,TENTACIONES DELICIAS EN CHOCOLATE
4079,COCHABAMBA,QUILLACOLLO,0309010064,2013-07-18,19110,3,CURTIEMBRE JAZMIN
4080,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000355,2013-07-18,15411,4,PANADERIA EL DORADDO
4081,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000362,2013-07-18,15411,4,PANADERIA SAN NICOLAS
4082,COCHABAMBA,COCHABAMBA,0000000073,2013-07-18,15311,4,AGROCEREALES INTEGRAL
4083,TARIJA,CERCADO,0601010390,2013-07-18,28920,4,LUIS MIGUEL AVILES
4084,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000934,2013-07-18,15411,4,PANADERIA SAN CRISTOBAL
4085,BENI,TRINIDAD,0000000438,2013-07-18,28920,4,LUIS MIGUEL AVILES
4086,LA PAZ,EL ALTO,0000000557,2013-07-19,28920,4,I & S GONZALES
4087,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000937,2013-07-19,15411,4,PANADERIA VILLAS
4088,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000938,2013-07-19,15419,4,PANADERIA ALVAREZ
4089,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000939,2013-07-22,26950,3,PLANTA DE HORMIGON PREMEZCLADO READYB MIX KELLUMANI
4090,COCHABAMBA,QUILLACOLLO,0309010241,2013-07-23,15543,4,EMBOTELLADORA ARANZAYA
4091,LA PAZ,EL ALTO,0000000555,2013-07-23,20220,4,BARRACA REY DAVID
4092,COCHABAMBA,COCHABAMBA,0000000074,2013-07-23,22220,4,SERVICIO DE BARNIZADO U Y V PLASTIFICADO
4093,LA PAZ,EL ALTO,0000000556,2013-07-23,15411,4,PANADERIA TICONA
4094,COCHABAMBA,COCHABAMBA,0000000075,2013-07-24,15512,3,BODEGAS BARDERO SRL
4095,COCHABAMBA,QUILLACOLLO,0309010243,2013-07-26,15113,4,EMBUTIDOS EL ESPAÑOL
4096,ORURO,ORURO,0000000100,2013-07-26,15411,4,PANADERIA APAZA
4097,ORURO,ORURO,0000000102,2013-07-26,15411,4,PANADERIA PROGRESO 
4098,LA PAZ,EL ALTO,0000000554,2013-07-26,28920,4,IMPORTADORA CATACORA
4099,COCHABAMBA,QUILLACOLLO,0309010095,2013-07-26,36101,4,FABRICA DE MUEBLES IMPORTADORA ALVAREZ
4100,ORURO,ORURO,0000000099,2013-07-26,20220,4,BARRACA RAMCO
4101,ORURO,ORURO,0000000103,2013-07-26,15411,4,PANADERIA LA RETAMA
4102,COCHABAMBA,QUILLACOLLO,0309010242,2013-07-26,36101,4,CARPINTERIA JICHITURIKI
4103,ORURO,ORURO,0000000105,2013-07-26,15411,4,PANADERIA ESPINOZA
4104,ORURO,ORURO,0000000101,2013-07-26,15411,4,PANADERIA COLQUIRI
4105,BENI,RIBERALTA,0000001023,2013-07-27,20100,3,ASERRADERO FABOLMA SUCURSAL 1
4106,LA PAZ,EL ALTO,0000000552,2013-07-29,28110,4,TALLER DE CERRAJERIA FERNANDEZ
4107,TARIJA,CERCADO,0601010391,2013-07-29,28920,4,"TALLER DE CHAPA Y PINTURA ""JOIBAH"""
4108,LA PAZ,EL ALTO,0000000553,2013-07-29,15411,4,PANADERIA DON FELIX
4109,BENI,TRINIDAD,0000000532,2013-07-29,28920,4,TALLER DE CHAPA Y PINTURA JOIBACH
4110,LA PAZ,EL ALTO,0000000551,2013-07-29,20220,4,BARRACA VALERO
4111,SANTA CRUZ,MONTERO,0000000642,2013-07-30,15312,4,INGENIO ARROCERO ORTEGA CARDENAS
4112,LA PAZ,EL ALTO,0000000550,2013-07-30,18101,4,ZETEX - ZEGARRA TEXTILES SRL
4113,LA PAZ,EL ALTO,0000000028,2013-07-30,36990,3,IDELCO SA INDUSTRIAS DE COLAGENO EL ALTO SOCIEDAD ANONIMA
4114,BENI,RIBERALTA,0000001015,2013-07-31,20220,4,CARPINTERIA ABAKAY CASTEDO
4115,POTOSI,POTOSI,0000002663,2013-07-31,15499,4,PRODUCTOS MONTERREY
4116,BENI,RIBERALTA,0000000967,2013-07-31,20220,4,ALDEA
4117,LA PAZ,EL ALTO,0000000026,2013-07-31,15411,4,PANADERIA SAN NICOLAS ARROBA
4118,BENI,RIBERALTA,0000000967,2013-07-31,36101,4,ALDEA
4119,LA PAZ,EL ALTO,0000000549,2013-07-31,15411,4,PANADERIA CHAMBILLA
4120,BENI,RIBERALTA,0000001015,2013-07-31,36101,4,CARPINTERIA ABAKAY CASTEDO
4121,BENI,RIBERALTA,0000000968,2013-07-31,20220,4,CARPINTERIA ROY
4122,BENI,RIBERALTA,0000000968,2013-07-31,36101,4,CARPINTERIA ROY
4123,POTOSI,POTOSI,0000002663,2013-07-31,15441,4,PRODUCTOS MONTERREY
4124,COCHABAMBA,QUILLACOLLO,0309010244,2013-07-31,15521,4,ELABORACION DE CHICHA PASO TEXAS
4125,TARIJA,CERCADO,0601010306,2013-08-01,15132,4,VIÑA DEL SEÑOR
4126,LA PAZ,EL ALTO,0000002428,2013-08-01,15411,4,PANADERIA PABLO
4127,LA PAZ,EL ALTO,0000002433,2013-08-01,15411,4,PANADERIA YERCO
4128,TARIJA,CERCADO,0601010306,2013-08-01,15131,4,VIÑA DEL SEÑOR
4129,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000000936,2013-08-01,15543,4,CEROGRADOS SRL
4130,TARIJA,CERCADO,0601010306,2013-08-01,15521,4,VIÑA DEL SEÑOR
4131,LA PAZ,EL ALTO,0000002432,2013-08-02,20100,4,BARRACA MADRE SELVA
4132,BENI,RIBERALTA,0000000970,2013-08-03,20220,4,CARPINTERIA ADOLFO TORREZ
4133,BENI,RIBERALTA,0000000969,2013-08-03,36101,4,CARPINTERIA 19 DE DICIEMBRE
4134,BENI,RIBERALTA,0000000965,2013-08-03,20220,4,INDUSTRIA DE MUEBLES MENDEZ
4135,BENI,RIBERALTA,0000000965,2013-08-03,36101,4,INDUSTRIA DE MUEBLES MENDEZ
4136,BENI,RIBERALTA,0000000971,2013-08-03,20220,4,CARPINTERIA EL CHAVO
4137,BENI,RIBERALTA,0000002838,2013-08-03,36101,4,CARPINTERIA ADOLFO TORREZ
4138,BENI,RIBERALTA,0000000970,2013-08-03,36101,4,CARPINTERIA ADOLFO TORREZ
